Parent	Child	BS.Prob	edgeScore	BS.Direction
ARAF	FAM131C	0.060800	0.060800	0.537829
ARAF	FOXO3	0.130700	0.130700	0.827085
ARAF	GLTPD1	0.058700	0.058700	0.683135
GNA15	ARAF	0.097500	0.097500	0.668718
GRB7	ARAF	0.151600	0.151600	0.644459
ARAF	HDAC3	0.056600	0.056600	0.637809
ARAF	HDAC6	0.668800	0.668800	0.642644
HEY1	ARAF	0.052400	0.052400	0.648855
ARAF	HRAS	0.291700	0.291700	0.530339
ARAF	IL1A	0.101100	0.101100	0.761622
INF2	ARAF	0.257500	0.257500	0.549515
INPPL1	ARAF	0.322200	0.322200	0.818436
ARAF	ITGB6	0.232500	0.232500	0.852903
ARAF	KRAS	0.119700	0.119700	0.631579
LYPLA2	ARAF	0.068100	0.068100	0.781204
ARAF	MAP3K2	0.085100	0.085100	0.735605
ARAF	MAPK3	0.117200	0.117200	0.783276
ARAF	MN1	0.060100	0.060100	0.885191
ARAF	MPP1	0.073900	0.073900	0.916103
ARAF	PABPC3	0.126800	0.126800	0.804416
ARAF	PAK1	0.062800	0.062800	0.896497
PALM	ARAF	0.083800	0.083800	0.639618
PCK2	ARAF	0.105000	0.105000	0.871429
PCSK9	ARAF	0.056600	0.056600	0.505300
PDK2	ARAF	0.823500	0.823500	0.584942
PIK3R2	ARAF	0.283100	0.283100	0.613211
ARAF	PLCB3	0.613200	0.613200	0.599967
PLCG1	ARAF	0.273800	0.273800	0.902118
ARAF	PPP2R5C	0.094700	0.094700	0.763464
PPP3CA	ARAF	0.270400	0.270400	0.501109
PRR5	ARAF	0.266800	0.266800	0.691154
ARAF	PYGL	0.057200	0.057200	0.729021
ARAF	RAB15	0.119700	0.119700	0.544695
RASA1	ARAF	0.056500	0.056500	0.911504
ARAF	RCOR1	0.164300	0.164300	0.858795
ARAF	RCOR2	0.153500	0.153500	0.596091
RGMB	ARAF	0.126200	0.126200	0.770206
RRP9	ARAF	0.079200	0.079200	0.794192
ARAF	RTN3	0.127900	0.127900	0.562158
RXRA	ARAF	0.226300	0.226300	0.725586
ARAF	SESN1	0.128400	0.128400	0.503894
ARAF	SET	0.137600	0.137600	0.779070
SFXN4	ARAF	0.139300	0.139300	0.935391
SLC20A1	ARAF	0.100500	0.100500	0.826866
SLC29A1	ARAF	0.104900	0.104900	0.822688
SOX2	ARAF	0.063200	0.063200	0.780063
ARAF	STK11	0.106600	0.106600	0.726079
SUFU	ARAF	0.218600	0.218600	0.795974
SYK	ARAF	0.084300	0.084300	0.919336
ARAF	THRA	0.150800	0.150800	0.856101
ARAF	TINF2	0.067000	0.067000	0.822388
ARAF	TNC	0.084400	0.084400	0.851896
TUBA4A	ARAF	0.056700	0.056700	0.776014
ARAF	UTP18	0.329200	0.329200	0.550425
VEGFB	ARAF	0.096000	0.096000	0.745833
ARAF	WNT3	0.117900	0.117900	0.698049
ARAF	YWHAE	0.314600	0.314600	0.951367
ZNF467	ARAF	0.162100	0.162100	0.976558
CAMKK2	AREG	0.158800	0.158800	0.787154
CBL	AREG	0.054800	0.054800	0.881387
AREG	CCL24	0.335700	0.335700	0.605898
CDK6	AREG	0.093300	0.093300	0.630225
CDKN2A	AREG	0.055700	0.055700	0.967684
DLAT	AREG	0.061300	0.061300	0.902121
DUSP4	AREG	0.056500	0.056500	0.734513
EFEMP1	AREG	0.075300	0.075300	0.683931
ENO1	AREG	0.083100	0.083100	0.696751
EPHB4	AREG	0.055100	0.055100	0.900181
FA2H	AREG	0.237000	0.237000	0.884810
FZD10	AREG	0.079500	0.079500	0.944654
GOT2	AREG	0.129500	0.129500	0.832432
GPX7	AREG	0.073000	0.073000	0.913699
GRB10	AREG	0.056500	0.056500	0.697345
HDAC9	AREG	0.091000	0.091000	0.876923
HK1	AREG	0.050100	0.050100	0.798403
HKDC1	AREG	0.115400	0.115400	0.560659
HS2ST1	AREG	0.198700	0.198700	0.916960
HSPA9	AREG	0.109200	0.109200	0.870879
IL1R2	AREG	0.067400	0.067400	0.948071
INVS	AREG	0.115600	0.115600	0.792388
IRAK1	AREG	0.105700	0.105700	0.747398
AREG	ITGB1	0.293800	0.293800	0.695371
ITPR3	AREG	0.105000	0.105000	0.880000
KLK5	AREG	0.076700	0.076700	0.764016
LRP3	AREG	0.092800	0.092800	0.976293
MAPK11	AREG	0.082300	0.082300	0.905225
MEX3B	AREG	0.204100	0.204100	0.920627
NEUROG3	AREG	0.050700	0.050700	0.915187
NFATC4	AREG	0.101900	0.101900	0.952895
NMU	AREG	0.277700	0.277700	0.855600
NOS3	AREG	0.051400	0.051400	0.861868
PARD6G	AREG	0.073700	0.073700	0.833107
PDIA3	AREG	0.109400	0.109400	0.592322
PIK3CB	AREG	0.058600	0.058600	0.812287
PKIA	AREG	0.094400	0.094400	0.742585
PLA2G4D	AREG	0.190400	0.190400	0.862395
PLCG2	AREG	0.088900	0.088900	0.926884
PRKCA	AREG	0.064000	0.064000	0.740625
AREG	PSORS1C2	0.052000	0.052000	0.605769
RBP1	AREG	0.161100	0.161100	0.606456
RDX	AREG	0.107400	0.107400	0.673184
RPL36	AREG	0.053400	0.053400	0.760300
RPS12	AREG	0.052300	0.052300	0.736138
RPS6KB1	AREG	0.052800	0.052800	0.715909
SH3KBP1	AREG	0.259800	0.259800	0.862202
SLC29A1	AREG	0.075500	0.075500	0.884768
SMURF2	AREG	0.060500	0.060500	0.852893
SPRR1B	AREG	0.055500	0.055500	0.956757
SPRR3	AREG	0.095800	0.095800	0.967641
STEAP1	AREG	0.159600	0.159600	0.598371
TSPAN10	AREG	0.057400	0.057400	0.867596
UAP1	AREG	0.065500	0.065500	0.853435
ZFPM1	AREG	0.195400	0.195400	0.950870
AREG	ZNF461	0.078600	0.078600	0.569975
ARSJ	ARHGAP10	0.081900	0.081900	0.958486
BCL3	ARHGAP10	0.062000	0.062000	0.983871
BMP1	ARHGAP10	0.086800	0.086800	0.996544
ARHGAP10	CCL24	0.145800	0.145800	0.850480
CDC42EP1	ARHGAP10	0.055200	0.055200	0.967391
CDC42EP5	ARHGAP10	0.101200	0.101200	0.844862
CDCP1	ARHGAP10	0.067500	0.067500	0.644444
CEBPE	ARHGAP10	0.100900	0.100900	0.881070
CFL2	ARHGAP10	0.142200	0.142200	0.979606
CHST3	ARHGAP10	0.107000	0.107000	0.998131
CHST7	ARHGAP10	0.141700	0.141700	0.995060
CLK3	ARHGAP10	0.117200	0.117200	0.988055
CREB1	ARHGAP10	0.072700	0.072700	0.894085
ARHGAP10	DDIT3	0.086500	0.086500	0.954913
EDN1	ARHGAP10	0.147200	0.147200	0.999321
ARHGAP10	EFNB1	0.054200	0.054200	0.859779
EHD1	ARHGAP10	0.169800	0.169800	1.000000
EMILIN2	ARHGAP10	0.068400	0.068400	0.665205
EPN3	ARHGAP10	0.100500	0.100500	0.985075
FAM46B	ARHGAP10	0.056500	0.056500	0.998230
FAS	ARHGAP10	0.233100	0.233100	0.929644
FLJ35390	ARHGAP10	0.057100	0.057100	1.000000
ARHGAP10	FLJ35934	0.054200	0.054200	0.845018
GNAI1	ARHGAP10	0.105900	0.105900	0.857413
GPR109B	ARHGAP10	0.060600	0.060600	0.998350
ARHGAP10	GSK3B	0.057000	0.057000	0.957895
HAS3	ARHGAP10	0.050700	0.050700	0.984221
ARHGAP10	HDAC5	0.210400	0.210400	0.708175
ARHGAP10	HES1	0.113900	0.113900	0.817384
IL1B	ARHGAP10	0.292200	0.292200	0.968172
ITGA5	ARHGAP10	0.064100	0.064100	0.957878
KCNJ2	ARHGAP10	0.069600	0.069600	0.972701
KIAA1949	ARHGAP10	0.099700	0.099700	0.982949
LRRC8C	ARHGAP10	0.090900	0.090900	1.000000
LYAR	ARHGAP10	0.055500	0.055500	0.983784
MEX3D	ARHGAP10	0.051600	0.051600	0.596899
MMP28	ARHGAP10	0.054300	0.054300	1.000000
MMP7	ARHGAP10	0.131100	0.131100	0.559878
MOBKL2C	ARHGAP10	0.314500	0.314500	0.762798
MYO1E	ARHGAP10	0.251000	0.251000	0.956972
NFIL3	ARHGAP10	0.110600	0.110600	0.995479
NFKBIE	ARHGAP10	0.167000	0.167000	0.883234
ARHGAP10	NOTCH1	0.081000	0.081000	0.913580
PIK3R2	ARHGAP10	0.052900	0.052900	0.725898
PIM1	ARHGAP10	0.340500	0.340500	0.828194
PLCG1	ARHGAP10	0.056700	0.056700	0.989418
PLEKHF1	ARHGAP10	0.129000	0.129000	0.879845
PPP1R15B	ARHGAP10	0.149600	0.149600	0.999332
PTGER4	ARHGAP10	0.121000	0.121000	0.957851
PTGS2	ARHGAP10	0.289600	0.289600	0.995511
RBM7	ARHGAP10	0.091800	0.091800	0.921569
RHOG	ARHGAP10	0.252200	0.252200	0.931800
RRAS2	ARHGAP10	0.186300	0.186300	0.979066
ARHGAP10	SCARF2	0.062200	0.062200	0.559486
SH3GL1	ARHGAP10	0.171200	0.171200	0.556075
ARHGAP10	SMAD7	0.101400	0.101400	0.589744
STX12	ARHGAP10	0.101800	0.101800	0.994106
TEX10	ARHGAP10	0.197300	0.197300	0.815509
TNF	ARHGAP10	0.060500	0.060500	1.000000
TRAF1	ARHGAP10	0.103600	0.103600	0.918919
ARHGAP10	TRAF2	0.305400	0.305400	0.625737
UPP1	ARHGAP10	0.141800	0.141800	0.757405
ARHGAP25	ATF2	0.050400	0.050400	0.712302
ARHGAP25	CASP1	0.423900	0.423900	0.658410
ARHGAP25	CASP3	0.067600	0.067600	0.957101
ARHGAP25	CASP4	0.648600	0.648600	0.804194
ARHGAP25	CCND2	0.089500	0.089500	0.791061
CD79A	ARHGAP25	0.416900	0.416900	0.715519
ARHGAP25	CDK8	0.078800	0.078800	0.506345
ARHGAP25	CLEC2B	0.383500	0.383500	0.773142
CORO1A	ARHGAP25	0.871900	0.871900	0.866613
ARHGAP25	CRLF3	0.114400	0.114400	0.854895
ARHGAP25	DYRK1A	0.052300	0.052300	0.998088
ARHGAP25	EML4	0.195300	0.195300	0.986687
ARHGAP25	FOXB1	0.051700	0.051700	0.657640
ARHGAP25	GNA12	0.117500	0.117500	0.574468
ARHGAP25	GYPC	0.183000	0.183000	0.621858
ARHGAP25	HLA-A	0.060000	0.060000	0.746667
HLA-DOA	ARHGAP25	0.486600	0.486600	0.657419
ARHGAP25	HSD11B1	0.197200	0.197200	0.937627
ARHGAP25	ICAM2	0.332400	0.332400	0.776173
ARHGAP25	INPP5D	0.604900	0.604900	0.612167
ITGB7	ARHGAP25	0.066900	0.066900	0.967115
ARHGAP25	JAK2	0.241600	0.241600	0.531043
ARHGAP25	JAK3	0.095800	0.095800	0.615866
ARHGAP25	KRTAP1-3	0.105800	0.105800	0.900756
LCP1	ARHGAP25	0.522700	0.522700	0.576239
ARHGAP25	LOC100130557	0.050200	0.050200	0.942231
LPXN	ARHGAP25	0.556100	0.556100	0.644129
LTB	ARHGAP25	0.437600	0.437600	0.883455
ARHGAP25	MLKL	0.120500	0.120500	0.886307
MOBKL2C	ARHGAP25	0.072700	0.072700	0.755158
ARHGAP25	NCOA3	0.071800	0.071800	0.994429
ARHGAP25	NFATC3	0.079100	0.079100	0.864728
ARHGAP25	NRSN2	0.061300	0.061300	0.678630
ARHGAP25	PAG1	0.483400	0.483400	0.609226
PIK3CD	ARHGAP25	0.520000	0.520000	0.517692
PIK3CG	ARHGAP25	0.426300	0.426300	0.803659
ARHGAP25	PIP4K2A	0.475300	0.475300	0.778035
ARHGAP25	PITPNC1	0.082900	0.082900	0.802171
ARHGAP25	PLA2G4C	0.051400	0.051400	0.762646
ARHGAP25	PLCG2	0.269200	0.269200	0.754458
ARHGAP25	PPP3CB	0.078600	0.078600	0.993639
ARHGAP25	PRKACB	0.115000	0.115000	0.800000
PRKCB	ARHGAP25	0.796100	0.796100	0.860570
ARHGAP25	PRKCI	0.054600	0.054600	0.860806
ARHGAP25	PRKCQ	0.204800	0.204800	0.859863
PSTPIP1	ARHGAP25	0.433000	0.433000	0.614781
RAC2	ARHGAP25	0.594500	0.594500	0.766358
ARHGAP25	RAP1A	0.441800	0.441800	0.725668
ARHGAP25	RASSF5	0.676000	0.676000	0.576775
SH3KBP1	ARHGAP25	0.073300	0.073300	0.727149
ARHGAP25	SOCS1	0.156400	0.156400	0.745524
ARHGAP25	STAT1	0.052500	0.052500	0.727619
ARHGAP25	STAT4	0.723600	0.723600	0.674129
ARHGAP25	STK17B	0.511800	0.511800	0.565455
ARHGAP25	SYNGR4	0.090400	0.090400	0.676991
ARHGAP25	TCOF1	0.118700	0.118700	0.965459
ARHGAP25	TINF2	0.054700	0.054700	0.996344
ARHGAP25	TRAF6	0.218000	0.218000	0.832569
ARHGAP25	UBE2J1	0.206700	0.206700	0.741655
ARHGAP25	UBQLN1	0.108700	0.108700	0.966881
ARHGAP25	VAV1	0.191600	0.191600	0.912317
ZBED2	ARHGAP25	0.306700	0.306700	0.763613
ATP2C2	ARHGEF2	0.067300	0.067300	0.884101
ATP7B	ARHGEF2	0.050100	0.050100	0.974052
BLNK	ARHGEF2	0.059500	0.059500	0.991597
CABC1	ARHGEF2	0.061200	0.061200	0.885621
CASP2	ARHGEF2	0.065400	0.065400	0.929664
CASP4	ARHGEF2	0.069600	0.069600	0.745690
CCND3	ARHGEF2	0.050200	0.050200	0.752988
CDC42EP1	ARHGEF2	0.055600	0.055600	0.994604
CREB3L4	ARHGEF2	0.134600	0.134600	0.971768
CRTC1	ARHGEF2	0.075900	0.075900	0.699605
CYP27B1	ARHGEF2	0.068900	0.068900	0.970972
FAM129B	ARHGEF2	0.101500	0.101500	0.949754
GBP2	ARHGEF2	0.099400	0.099400	0.984909
GNAS	ARHGEF2	0.070100	0.070100	0.747504
GNB5	ARHGEF2	0.063300	0.063300	0.968404
ARHGEF2	GOT2	0.066400	0.066400	0.740964
ARHGEF2	GPR78	0.176400	0.176400	0.678571
GPRIN2	ARHGEF2	0.073900	0.073900	0.998647
GPX1	ARHGEF2	0.056400	0.056400	0.982270
HCN4	ARHGEF2	0.129500	0.129500	0.986873
HDAC2	ARHGEF2	0.061400	0.061400	0.744300
ARHGEF2	HMGCR	0.078800	0.078800	0.818528
ARHGEF2	HSPA2	0.088300	0.088300	0.944507
IL27	ARHGEF2	0.082300	0.082300	0.996355
INPPL1	ARHGEF2	0.090700	0.090700	0.973539
ARHGEF2	KHDRBS1	0.080500	0.080500	0.921739
KHDRBS3	ARHGEF2	0.147600	0.147600	0.966125
KRAS	ARHGEF2	0.060300	0.060300	0.777778
KRT34	ARHGEF2	0.077600	0.077600	0.994845
ARHGEF2	LGALS3	0.058200	0.058200	0.869416
LIMK1	ARHGEF2	0.065000	0.065000	0.930769
LRP6	ARHGEF2	0.061000	0.061000	0.985246
LTA4H	ARHGEF2	0.092600	0.092600	0.611231
MLPH	ARHGEF2	0.059300	0.059300	0.978078
MMP15	ARHGEF2	0.095300	0.095300	0.889822
MYO10	ARHGEF2	0.055000	0.055000	0.940000
ARHGEF2	NEDD4	0.103100	0.103100	0.737148
PIM1	ARHGEF2	0.139100	0.139100	0.956866
PLA2R1	ARHGEF2	0.050900	0.050900	0.856582
PLCB3	ARHGEF2	0.132600	0.132600	0.992459
PLK1	ARHGEF2	0.054400	0.054400	0.948529
PTK7	ARHGEF2	0.189900	0.189900	0.690890
ARHGEF2	PTPN11	0.224300	0.224300	0.862238
ARHGEF2	RAB15	0.060400	0.060400	0.746689
ARHGEF2	RBL2	0.229800	0.229800	0.616623
RGMB	ARHGEF2	0.067600	0.067600	0.976331
ARHGEF2	RPS6KB1	0.105900	0.105900	0.646837
RRP15	ARHGEF2	0.067300	0.067300	0.991085
ARHGEF2	RXRG	0.148800	0.148800	0.698925
SERPINB1	ARHGEF2	0.085300	0.085300	0.964830
SLC29A1	ARHGEF2	0.055400	0.055400	0.898917
SMAD2	ARHGEF2	0.091600	0.091600	0.989083
SMO	ARHGEF2	0.266000	0.266000	0.974812
SOX1	ARHGEF2	0.087600	0.087600	0.984018
SPDEF	ARHGEF2	0.187400	0.187400	0.984525
ARHGEF2	STAM2	0.059700	0.059700	0.711893
STAT5B	ARHGEF2	0.110500	0.110500	0.926697
ARHGEF2	STEAP1	0.133000	0.133000	0.844361
ARHGEF2	SULT2B1	0.063300	0.063300	0.761453
ARHGEF2	SYNGR4	0.142900	0.142900	0.708887
TEX10	ARHGEF2	0.128100	0.128100	0.765027
ARHGEF2	TGFB2	0.067000	0.067000	0.595522
TMC7	ARHGEF2	0.217300	0.217300	0.660377
ARHGEF2	UBQLN2	0.050100	0.050100	0.644711
VCP	ARHGEF2	0.067900	0.067900	0.910162
VPS28	ARHGEF2	0.077300	0.077300	0.857697
ZNF467	ARHGEF2	0.086300	0.086300	0.984936
ARHGEF4	ATAD3C	0.361700	0.361700	0.894664
ATP10B	ARHGEF4	0.198600	0.198600	0.589124
ARHGEF4	BMPR1A	0.150500	0.150500	0.968771
ARHGEF4	BZW1	0.090100	0.090100	0.677026
ARHGEF4	CABC1	0.439400	0.439400	0.687528
CACNA1E	ARHGEF4	0.313900	0.313900	0.500159
ARHGEF4	CASP2	0.052100	0.052100	0.623800
ARHGEF4	CASP5	0.083900	0.083900	0.599523
ARHGEF4	CCND3	0.241000	0.241000	0.830290
ARHGEF4	CEACAM1	0.104400	0.104400	0.567050
ARHGEF4	CHI3L1	0.157800	0.157800	0.619772
CHST3	ARHGEF4	0.074800	0.074800	0.994652
CTPS	ARHGEF4	0.086500	0.086500	0.870520
ARHGEF4	DDX18	0.467300	0.467300	0.507383
DISP2	ARHGEF4	0.206400	0.206400	0.809109
ARHGEF4	DLGAP3	0.060500	0.060500	0.694215
DPH2	ARHGEF4	0.205800	0.205800	0.664723
EIF6	ARHGEF4	0.071400	0.071400	0.571429
EWSR1	ARHGEF4	0.076500	0.076500	0.661438
FAM136A	ARHGEF4	0.096600	0.096600	0.918219
ARHGEF4	FBXO32	0.111600	0.111600	0.786738
ARHGEF4	FER1L4	0.221400	0.221400	0.508582
ARHGEF4	GNA13	0.053000	0.053000	0.539623
ARHGEF4	GSTK1	0.116700	0.116700	0.619537
ARHGEF4	GYS1	0.052000	0.052000	0.971154
ARHGEF4	HADH	0.086900	0.086900	0.927503
ARHGEF4	HGS	0.111500	0.111500	0.505830
ARHGEF4	HS3ST2	0.075700	0.075700	0.651255
ARHGEF4	IL1F7	0.071600	0.071600	0.645251
ARHGEF4	ISLR	0.144600	0.144600	0.795297
ITGA7	ARHGEF4	0.153200	0.153200	0.925587
ARHGEF4	ITPR3	0.165300	0.165300	0.722928
KCNG1	ARHGEF4	0.377100	0.377100	0.721029
ARHGEF4	KCNN4	0.100100	0.100100	0.716284
ARHGEF4	LIMK2	0.069800	0.069800	0.772206
LOC100131581	ARHGEF4	0.187500	0.187500	0.834133
ARHGEF4	LRP5	0.050900	0.050900	0.652259
MAN2A2	ARHGEF4	0.295800	0.295800	0.599730
MAP2K5	ARHGEF4	0.081500	0.081500	0.949693
ARHGEF4	MAP3K6	0.086200	0.086200	0.727378
ARHGEF4	MAP3K7	0.340200	0.340200	0.500882
ARHGEF4	MEF2A	0.052200	0.052200	0.879310
MKNK2	ARHGEF4	0.136000	0.136000	0.761765
ARHGEF4	MMP15	0.118800	0.118800	0.866162
ARHGEF4	MTAP	0.062800	0.062800	0.699045
ARHGEF4	MTSS1	0.315800	0.315800	0.849272
ARHGEF4	MYLK	0.100800	0.100800	0.543651
ARHGEF4	MYO10	0.106300	0.106300	0.569144
ARHGEF4	NAB2	0.181500	0.181500	0.860606
PGK1	ARHGEF4	0.098200	0.098200	0.873727
PHLDA2	ARHGEF4	0.056200	0.056200	0.880783
PLCG1	ARHGEF4	0.579900	0.579900	0.720814
PLK1	ARHGEF4	0.063000	0.063000	0.866667
POLR1B	ARHGEF4	0.234400	0.234400	0.519198
PPIB	ARHGEF4	0.278100	0.278100	0.649047
ARHGEF4	PPP1R12B	0.050800	0.050800	0.704724
ARHGEF4	PRDX6	0.102400	0.102400	0.793945
ARHGEF4	PRKX	0.083800	0.083800	0.727924
PTGS1	ARHGEF4	0.141900	0.141900	0.760395
ARHGEF4	PTK7	0.541700	0.541700	0.731955
RAB5A	ARHGEF4	0.073400	0.073400	0.538147
ARHGEF4	RAVER1	0.069800	0.069800	0.628940
RB1	ARHGEF4	0.083900	0.083900	0.514899
ARHGEF4	RCOR2	0.072900	0.072900	0.635117
RPL35A	ARHGEF4	0.078300	0.078300	0.508301
ARHGEF4	RXRB	0.412200	0.412200	0.765163
ARHGEF4	RYK	0.071800	0.071800	0.722841
SFXN4	ARHGEF4	0.150500	0.150500	0.887043
ARHGEF4	SMO	0.135500	0.135500	0.661255
ARHGEF4	SNX22	0.096400	0.096400	0.695021
SOS1	ARHGEF4	0.065100	0.065100	0.811060
SOX9	ARHGEF4	0.054300	0.054300	0.839779
ARHGEF4	ST3GAL6	0.152200	0.152200	0.843627
ARHGEF4	STYK1	0.050600	0.050600	0.509881
SULT4A1	ARHGEF4	0.127200	0.127200	0.820755
ARHGEF4	TIMM13	0.072500	0.072500	0.786207
ARHGEF4	TMEM39B	0.344400	0.344400	0.660279
TOP2B	ARHGEF4	0.066800	0.066800	0.887725
TUBA1A	ARHGEF4	0.139700	0.139700	0.629921
ARHGEF4	TYRO3	0.055000	0.055000	0.812727
UBE2D2	ARHGEF4	0.068100	0.068100	0.509545
ARHGEF4	UBE2E3	0.052900	0.052900	0.892250
VANGL1	ARHGEF4	0.070800	0.070800	0.661017
ZNF224	ARHGEF4	0.088800	0.088800	0.907658
ZNF554	ARHGEF4	0.060900	0.060900	0.732348
ARHGEF4	ZNF750	0.058700	0.058700	0.843271
ARID3B	ARSA	0.108100	0.108100	0.706753
ARID3B	ATAD3C	0.103900	0.103900	0.503369
BDH1	ARID3B	0.064100	0.064100	0.956318
ARID3B	CALB1	0.128900	0.128900	0.576416
CCND3	ARID3B	0.064200	0.064200	0.665109
CDH24	ARID3B	0.167000	0.167000	0.727545
CEBPB	ARID3B	0.059600	0.059600	0.924497
CEBPD	ARID3B	0.104000	0.104000	0.948077
CRK	ARID3B	0.071100	0.071100	0.988748
CSF2	ARID3B	0.072500	0.072500	0.984828
CXCL14	ARID3B	0.075600	0.075600	0.816138
DLGAP3	ARID3B	0.064300	0.064300	0.730949
ARID3B	DNAJA4	0.057300	0.057300	0.614311
DRD4	ARID3B	0.067300	0.067300	0.667162
DUSP2	ARID3B	0.057500	0.057500	0.963478
ARID3B	DVL3	0.120400	0.120400	0.503322
EPHB4	ARID3B	0.232300	0.232300	0.569953
EXOC3L2	ARID3B	0.069700	0.069700	0.987088
FAM136A	ARID3B	0.056100	0.056100	0.991087
GNA13	ARID3B	0.131400	0.131400	0.882040
GNB1L	ARID3B	0.054700	0.054700	0.522852
GPRIN2	ARID3B	0.097900	0.097900	0.995914
GRHPR	ARID3B	0.050100	0.050100	0.864271
GSK3A	ARID3B	0.141700	0.141700	0.828511
ARID3B	GSTK1	0.070700	0.070700	0.577086
ARID3B	HADH	0.066400	0.066400	0.826807
HCN4	ARID3B	0.363700	0.363700	0.983228
HIF1A	ARID3B	0.112000	0.112000	0.811607
IVL	ARID3B	0.085600	0.085600	0.936916
KCNJ5	ARID3B	0.426100	0.426100	0.934522
KRT34	ARID3B	0.105200	0.105200	0.997148
ARID3B	KRTAP4-1	0.098100	0.098100	0.863405
MAP2K3	ARID3B	0.095500	0.095500	0.995812
MAP3K14	ARID3B	0.068900	0.068900	0.718433
ARID3B	MAPK3	0.198800	0.198800	0.548290
MAT2A	ARID3B	0.075300	0.075300	0.511288
MESDC1	ARID3B	0.054900	0.054900	0.792350
MLX	ARID3B	0.069500	0.069500	0.992806
MMP14	ARID3B	0.353200	0.353200	0.863817
MMP28	ARID3B	0.054400	0.054400	0.996324
MYH14	ARID3B	0.053200	0.053200	0.956767
MYL6B	ARID3B	0.084000	0.084000	0.847619
NDOR1	ARID3B	0.235900	0.235900	0.991098
NFKBIZ	ARID3B	0.125800	0.125800	0.985692
ARID3B	NUPR1	0.199600	0.199600	0.551603
ARID3B	OGFR	0.162200	0.162200	0.850801
PDGFB	ARID3B	0.168400	0.168400	0.880641
PPIB	ARID3B	0.055800	0.055800	0.845878
PPP3CC	ARID3B	0.057800	0.057800	0.982699
PRDX6	ARID3B	0.115300	0.115300	0.684302
PRKCD	ARID3B	0.056800	0.056800	0.742958
PRSS36	ARID3B	0.155400	0.155400	0.957529
PSORS1C2	ARID3B	0.058100	0.058100	0.728055
ARID3B	PTMS	0.062700	0.062700	0.685805
RCAN1	ARID3B	0.158900	0.158900	0.936438
RDH16	ARID3B	0.057100	0.057100	0.917688
RRAS	ARID3B	0.059600	0.059600	0.823826
RYK	ARID3B	0.071600	0.071600	0.822626
SLC29A1	ARID3B	0.051100	0.051100	0.909980
SOX9	ARID3B	0.116100	0.116100	0.919035
TPM2	ARID3B	0.056800	0.056800	0.549296
TSG101	ARID3B	0.147400	0.147400	0.792402
ARID3B	TUBA8	0.050100	0.050100	0.862275
ARID3B	UBQLN2	0.104700	0.104700	0.636103
VPS28	ARID3B	0.131500	0.131500	0.919392
WNT4	ARID3B	0.085200	0.085200	0.940141
BCL6	ARL4C	0.199400	0.199400	0.997492
CASP9	ARL4C	0.101100	0.101100	1.000000
ARL4C	CCND2	0.134900	0.134900	0.739066
CCNL1	ARL4C	0.185400	0.185400	0.966559
CD83	ARL4C	0.077800	0.077800	0.957584
CDC42EP2	ARL4C	0.079700	0.079700	0.991217
ARL4C	CDK5	0.255200	0.255200	0.809169
CFL2	ARL4C	0.107200	0.107200	0.786381
CHST3	ARL4C	0.164100	0.164100	0.995734
CLDN5	ARL4C	0.183000	0.183000	0.914754
CREB5	ARL4C	0.053500	0.053500	1.000000
CXCL1	ARL4C	0.119800	0.119800	1.000000
CXCL3	ARL4C	0.073000	0.073000	1.000000
CYR61	ARL4C	0.301600	0.301600	0.990053
ARL4C	DISP2	0.098700	0.098700	0.903749
DUSP2	ARL4C	0.101700	0.101700	0.907571
EDN1	ARL4C	0.127500	0.127500	0.999216
ELF3	ARL4C	0.298700	0.298700	0.837630
ELK3	ARL4C	0.267900	0.267900	0.907801
EMP1	ARL4C	0.163700	0.163700	0.968845
EPHA2	ARL4C	0.181100	0.181100	0.999448
EREG	ARL4C	0.138400	0.138400	0.992052
ETS2	ARL4C	0.199400	0.199400	0.999498
FAM46B	ARL4C	0.051300	0.051300	0.922027
ARL4C	GBP2	0.133600	0.133600	0.548653
ARL4C	GNG12	0.098700	0.098700	0.533941
ARL4C	GRN	0.051200	0.051200	0.984375
ARL4C	GULP1	0.204900	0.204900	0.790142
HAS3	ARL4C	0.067000	0.067000	0.923881
HBEGF	ARL4C	0.057600	0.057600	1.000000
HPS6	ARL4C	0.098000	0.098000	0.827551
ARL4C	IGFBP3	0.081500	0.081500	0.558282
IL6	ARL4C	0.149600	0.149600	0.999332
ITGB8	ARL4C	0.069900	0.069900	0.924177
KLF10	ARL4C	0.104800	0.104800	0.979008
KLF11	ARL4C	0.326300	0.326300	0.586577
KLF6	ARL4C	0.069000	0.069000	0.994203
KLK5	ARL4C	0.100500	0.100500	0.586070
ARL4C	KRT14	0.104200	0.104200	0.565259
LIF	ARL4C	0.197200	0.197200	1.000000
MAFF	ARL4C	0.128900	0.128900	0.999224
MAP2K3	ARL4C	0.135000	0.135000	0.996296
ARL4C	MAP3K1	0.077000	0.077000	0.980519
ARL4C	MAPK13	0.268900	0.268900	0.853849
NFKBIA	ARL4C	0.067800	0.067800	1.000000
NNMT	ARL4C	0.050400	0.050400	1.000000
NR3C1	ARL4C	0.307200	0.307200	0.548177
ARL4C	NRN1	0.077100	0.077100	0.504540
OAF	ARL4C	0.205900	0.205900	0.728023
ARL4C	PLA2G4C	0.064600	0.064600	0.904025
ARL4C	PLD1	0.316200	0.316200	0.871917
