Parent	Child	BS.Prob	edgeScore	BS.Direction
MMP3	ANTXR2	0.072600	0.072600	0.705234
MRGPRF	ANTXR2	0.211900	0.211900	0.983955
ANTXR2	N4BP3	0.737700	0.737700	0.683882
OAF	ANTXR2	0.139400	0.139400	0.515065
ANTXR2	PDE2A	0.299200	0.299200	0.994987
ANTXR2	PRKCZ	0.109000	0.109000	0.863303
PTGER4	ANTXR2	0.318200	0.318200	0.926461
ANTXR2	PTK7	0.061900	0.061900	0.888530
ANTXR2	RARB	0.056700	0.056700	0.959436
ANTXR2	RDH16	0.057200	0.057200	0.881119
ANTXR2	RDX	0.050300	0.050300	0.840954
ANTXR2	RPS12	0.147000	0.147000	0.749660
ANTXR2	SCN4B	0.156600	0.156600	0.982120
ANTXR2	SEMA3A	0.080000	0.080000	0.975000
ANTXR2	SLMO2	0.078300	0.078300	0.671775
ANTXR2	SMARCC2	0.106400	0.106400	0.605263
ANTXR2	SOX9	0.131100	0.131100	0.944317
ANTXR2	STX1A	0.356600	0.356600	0.753225
ANTXR2	SULT1A1	0.050200	0.050200	0.589641
ANTXR2	SULT2B1	0.088600	0.088600	0.677201
ANTXR2	TK2	0.109000	0.109000	0.955046
VIM	ANTXR2	0.076000	0.076000	0.998684
ANTXR2	VTCN1	0.077200	0.077200	0.862694
ANTXR2	YWHAH	0.228500	0.228500	0.817068
ANTXR2	ZNF503	0.186400	0.186400	0.656116
ANXA2	ASTN2	0.065300	0.065300	0.862175
ANXA2	ATP2C1	0.179400	0.179400	0.557971
CASP6	ANXA2	0.805400	0.805400	0.507822
CASP8	ANXA2	0.062900	0.062900	0.745628
CREB1	ANXA2	0.104600	0.104600	0.748566
ANXA2	CRLF3	0.129900	0.129900	0.901463
DDX21	ANXA2	0.172200	0.172200	0.559814
ANXA2	DISP2	0.082000	0.082000	0.985366
DUSP10	ANXA2	0.056600	0.056600	0.553004
ANXA2	FBXO32	0.113600	0.113600	0.889965
GNG12	ANXA2	0.348600	0.348600	0.944062
ANXA2	HDAC5	0.172700	0.172700	0.788072
ANXA2	INHBA	0.190700	0.190700	1.000000
ANXA2	IQSEC2	0.106000	0.106000	0.801887
ANXA2	ITGB6	0.112900	0.112900	0.937112
JAK1	ANXA2	0.102600	0.102600	0.943470
ANXA2	LGALS3	0.859300	0.859300	0.844292
ANXA2	LIG1	0.071400	0.071400	0.929972
ANXA2	MAN2A2	0.052100	0.052100	0.809981
MAP3K12	ANXA2	0.232000	0.232000	0.538793
ANXA2	MAPK6	0.150900	0.150900	0.747515
MCL1	ANXA2	0.352000	0.352000	0.925284
ANXA2	NEDD4	0.119900	0.119900	0.760634
ANXA2	NFATC4	0.072200	0.072200	0.990305
PDPK1	ANXA2	0.079100	0.079100	0.996207
PGK1	ANXA2	0.253200	0.253200	0.853081
ANXA2	PKIG	0.057900	0.057900	0.948187
ANXA2	POLR1B	0.058900	0.058900	0.852292
ANXA2	PTPN12	0.085700	0.085700	0.564761
ANXA2	RCAN1	0.130600	0.130600	0.549005
ANXA2	RHOV	0.256300	0.256300	0.941085
ANXA2	RPL29	0.071500	0.071500	0.530070
ANXA2	SOCS5	0.053600	0.053600	0.955224
ANXA2	SUFU	0.159300	0.159300	0.969240
ANXA2	TAF1A	0.168300	0.168300	0.935235
ANXA2	TAF9	0.212400	0.212400	0.794727
TAGLN2	ANXA2	0.551000	0.551000	0.717786
ANXA2	TNFRSF10A	0.059900	0.059900	0.954925
ANXA2	TOP2B	0.055600	0.055600	0.992806
TSPAN3	ANXA2	0.052600	0.052600	0.832700
ANXA2	TSPO	0.124200	0.124200	0.840580
TUBA1A	ANXA2	0.242600	0.242600	0.955070
UBB	ANXA2	0.106000	0.106000	0.979245
UBE2L6	ANXA2	0.251000	0.251000	0.536255
ANXA2	VPS28	0.092100	0.092100	0.865364
ANXA2	YWHAB	0.177000	0.177000	0.771186
ANXA2	ZNF579	0.110000	0.110000	0.770000
BPGM	APC2	0.060200	0.060200	0.526578
APC2	CASKIN1	0.423200	0.423200	0.696125
CDCP1	APC2	0.092100	0.092100	0.763301
CEBPE	APC2	0.424800	0.424800	0.655367
APC2	CEND1	0.145000	0.145000	0.710345
CFL2	APC2	0.657300	0.657300	0.681424
APC2	CKMT1A	0.110600	0.110600	0.688969
APC2	CRCT1	0.136700	0.136700	0.628383
DLX2	APC2	0.088600	0.088600	0.525959
DNM3	APC2	0.084500	0.084500	0.551479
G0S2	APC2	0.083600	0.083600	0.962919
GABPB2	APC2	0.072000	0.072000	0.529167
GNAS	APC2	0.338200	0.338200	0.865169
APC2	GPX1	0.053300	0.053300	0.765478
GPX3	APC2	0.100900	0.100900	0.985134
APC2	GRIN1	0.053300	0.053300	0.981238
APC2	INHBA	0.235500	0.235500	0.807643
APC2	NPBWR1	0.060500	0.060500	0.940496
PAK2	APC2	0.059000	0.059000	0.989831
APC2	PCDH7	0.060400	0.060400	0.894040
PIK3R5	APC2	0.061900	0.061900	0.938611
APC2	RFFL	0.147200	0.147200	0.686821
APC2	RXRG	0.873000	0.873000	0.634021
APC2	SGCA	0.562000	0.562000	0.625623
SOCS3	APC2	0.093700	0.093700	0.992529
SPINK5	APC2	0.467000	0.467000	0.694004
APC2	TCOF1	0.250700	0.250700	0.675708
APC2	TFPI2	0.237300	0.237300	0.976823
APC2	TINF2	0.092900	0.092900	0.820237
TMEM88	APC2	0.079500	0.079500	0.681761
TRIB3	APC2	0.243000	0.243000	0.999177
VAC14	APC2	0.193600	0.193600	0.743285
WNT7A	APC2	0.366200	0.366200	0.628618
APH1B	AQP3	0.084400	0.084400	0.986967
APH1B	CABC1	0.091200	0.091200	0.912281
CASP2	APH1B	0.164400	0.164400	0.962895
CCNE1	APH1B	0.085500	0.085500	0.998830
CDK4	APH1B	0.234200	0.234200	0.585824
E2F1	APH1B	0.067500	0.067500	0.997037
EIF2C2	APH1B	0.621900	0.621900	0.700595
APH1B	GAD1	0.061900	0.061900	0.867528
APH1B	GLRX	0.172900	0.172900	0.878543
GNB1L	APH1B	0.126600	0.126600	0.750395
APH1B	GRB10	0.127800	0.127800	0.913146
APH1B	GSTZ1	0.086100	0.086100	0.656214
APH1B	HIST1H4C	0.155600	0.155600	0.989717
APH1B	ILDR1	0.228600	0.228600	0.524934
KCNK1	APH1B	0.113100	0.113100	0.836428
KIAA0020	APH1B	0.143800	0.143800	0.979138
MAP2K5	APH1B	0.273400	0.273400	0.519751
MYC	APH1B	0.146300	0.146300	0.716336
APH1B	NOL9	0.067300	0.067300	0.964339
APH1B	PABPC3	0.060600	0.060600	0.542904
PIM1	APH1B	0.052000	0.052000	0.988462
APH1B	PKIB	0.063300	0.063300	0.579779
PLAT	APH1B	0.241800	0.241800	0.677006
POP1	APH1B	0.239200	0.239200	0.872910
APH1B	PPIF	0.056900	0.056900	0.685413
APH1B	RBKS	0.711200	0.711200	0.533324
APH1B	RBP1	0.063900	0.063900	0.957746
APH1B	RPA4	0.107100	0.107100	0.560224
RPIA	APH1B	0.061500	0.061500	0.813008
APH1B	SERPINB1	0.155700	0.155700	0.911368
SIN3A	APH1B	0.472700	0.472700	0.542627
SMTN	APH1B	0.165100	0.165100	0.615385
TFF1	APH1B	0.135900	0.135900	0.871229
TIMP1	APH1B	0.418100	0.418100	0.830184
APH1B	TSPAN10	0.072700	0.072700	0.950481
WNT10A	APH1B	0.051500	0.051500	0.951456
ZNF467	APH1B	0.102600	0.102600	0.796296
ARSD	APLN	0.126800	0.126800	0.855678
APLN	BAALC	0.277600	0.277600	0.555115
BAD	APLN	0.093300	0.093300	0.911040
CALM1	APLN	0.051500	0.051500	0.753398
CASP6	APLN	0.304800	0.304800	0.954724
CASP9	APLN	0.079300	0.079300	0.983607
CCNB1	APLN	0.053500	0.053500	0.981308
CDKN1A	APLN	0.070100	0.070100	0.970043
CKMT1A	APLN	0.052100	0.052100	0.522073
APLN	CYP1A2	0.287000	0.287000	0.753310
APLN	DNM3	0.089900	0.089900	0.610679
APLN	DUX4	0.076000	0.076000	0.501316
EDNRA	APLN	0.056200	0.056200	0.934164
APLN	ELF3	0.060300	0.060300	0.958541
FUT1	APLN	0.237400	0.237400	0.781382
APLN	GSK3A	0.199800	0.199800	0.807808
HES1	APLN	0.051200	0.051200	0.687500
KIAA1199	APLN	0.288000	0.288000	0.811458
KRT75	APLN	0.231100	0.231100	0.957594
KRTAP4-1	APLN	0.136100	0.136100	0.611315
APLN	MTSS1	0.055600	0.055600	0.582734
NOS3	APLN	0.057500	0.057500	0.784348
NPC1	APLN	0.058400	0.058400	0.955479
NR1D1	APLN	0.057900	0.057900	0.775475
APLN	PCSK9	0.070900	0.070900	0.520451
APLN	PLA2G4C	0.062900	0.062900	0.984102
PPP1R3D	APLN	0.189000	0.189000	0.732275
PSORS1C2	APLN	0.194500	0.194500	0.813882
APLN	PTPRE	0.083400	0.083400	0.866906
APLN	PYGL	0.144800	0.144800	0.526243
RBL2	APLN	0.079100	0.079100	0.817952
RELL2	APLN	0.201100	0.201100	0.892093
RFFL	APLN	0.075800	0.075800	0.558047
RHOF	APLN	0.281800	0.281800	0.945351
SCG5	APLN	0.105700	0.105700	0.754967
APLN	SERPINB2	0.113300	0.113300	0.517211
SGCA	APLN	0.072700	0.072700	0.635488
TIMP3	APLN	0.169400	0.169400	0.856553
AQP3	ATP2B4	0.202900	0.202900	0.747659
CDH3	AQP3	0.120000	0.120000	1.000000
CDK7	AQP3	0.059900	0.059900	0.979967
CREB3	AQP3	0.302200	0.302200	0.752813
EML4	AQP3	0.074500	0.074500	0.997315
FUT2	AQP3	0.359200	0.359200	0.534800
GAD1	AQP3	0.082800	0.082800	0.980676
GLRX	AQP3	0.218800	0.218800	0.567642
AQP3	GNB5	0.051400	0.051400	0.968872
GNG5	AQP3	0.353000	0.353000	0.886686
GRHPR	AQP3	0.105400	0.105400	0.830171
HS3ST1	AQP3	0.099600	0.099600	0.813253
LPIN1	AQP3	0.109000	0.109000	1.000000
MAPK6	AQP3	0.073000	0.073000	0.846575
MMP15	AQP3	0.292400	0.292400	0.951436
PALM	AQP3	0.263200	0.263200	0.962006
PITPNA	AQP3	0.075500	0.075500	0.712583
PKIA	AQP3	0.073800	0.073800	0.876694
PLAT	AQP3	0.063200	0.063200	0.990506
PLOD2	AQP3	0.333700	0.333700	0.823194
PRKACB	AQP3	0.100100	0.100100	0.832168
RAF1	AQP3	0.273600	0.273600	0.869883
RARB	AQP3	0.058900	0.058900	0.514431
RCBTB1	AQP3	0.189600	0.189600	0.890295
RHOQ	AQP3	0.084200	0.084200	0.958432
RPA4	AQP3	0.062700	0.062700	0.878788
AQP3	SLC25A25	0.098700	0.098700	0.596758
SLC5A1	AQP3	0.247800	0.247800	0.917272
SLPI	AQP3	0.129600	0.129600	0.884259
SOCS3	AQP3	0.061100	0.061100	0.872340
TIMP2	AQP3	0.051400	0.051400	0.994163
VIM	AQP3	0.066100	0.066100	0.995461
CACNA1I	ARAF	0.070600	0.070600	0.733711
ARAF	CALM2	0.069800	0.069800	0.876791
ARAF	COX6A2	0.053500	0.053500	0.985047
CREB1	ARAF	0.069700	0.069700	0.994261
CRTC1	ARAF	0.051500	0.051500	0.866019
DDR1	ARAF	0.264000	0.264000	0.508333
ARAF	DNAJA1	0.071300	0.071300	0.691445
ARAF	DUX4	0.104200	0.104200	0.980806
ERBB3	ARAF	0.104100	0.104100	0.939481
ARAF	FBXO32	0.116100	0.116100	0.686477
ARAF	FGF3	0.498300	0.498300	0.980935
FHIT	ARAF	0.056400	0.056400	0.872340
GALR3	ARAF	0.056100	0.056100	0.609626
GNB2	ARAF	0.216000	0.216000	0.538889
ARAF	GRB10	0.086800	0.086800	0.601382
ARAF	GYS1	0.858000	0.858000	0.600117
HDAC6	ARAF	0.812100	0.812100	0.840044
HDAC8	ARAF	0.096700	0.096700	0.822130
ARAF	HNF1A	0.099500	0.099500	0.876382
ARAF	INPPL1	0.075500	0.075500	0.994702
IQSEC2	ARAF	0.190400	0.190400	0.571429
JUND	ARAF	0.653300	0.653300	0.503444
LPIN1	ARAF	0.051500	0.051500	0.932039
MEF2A	ARAF	0.118600	0.118600	0.734401
ARAF	NOTCH2	0.248200	0.248200	0.644641
PABPC3	ARAF	0.051800	0.051800	0.857143
PIP5K1C	ARAF	0.202900	0.202900	0.736816
ARAF	PKIA	0.081300	0.081300	0.735547
ARAF	RAP1A	0.583900	0.583900	0.727522
ARAF	RHOT2	0.076300	0.076300	0.724771
ARAF	RPS6KA2	0.102400	0.102400	0.879883
SH3GLB2	ARAF	0.255500	0.255500	0.519765
SMARCC2	ARAF	0.143900	0.143900	0.980542
ARAF	SMURF1	0.050000	0.050000	0.628000
ARAF	SOCS5	0.080800	0.080800	0.732673
SPDEF	ARAF	0.238000	0.238000	0.916807
TSC22D1	ARAF	0.127000	0.127000	0.941732
ARAF	ZFPM1	0.056900	0.056900	0.998243
ARAF	ZNF579	0.112300	0.112300	0.869991
CCL24	AREG	0.132300	0.132300	0.817838
AREG	DUSP7	0.060100	0.060100	0.800333
DVL1	AREG	0.098900	0.098900	0.691608
EIF4E	AREG	0.211600	0.211600	0.624291
AREG	EP300	0.074600	0.074600	0.800268
FGF7	AREG	0.125300	0.125300	0.960894
AREG	GPR150	0.122300	0.122300	0.763696
AREG	HES7	0.116200	0.116200	0.849398
AREG	IL1F7	0.148300	0.148300	0.681052
JAK3	AREG	0.057400	0.057400	0.897213
LCE2A	AREG	0.093200	0.093200	0.533262
AREG	LCE3D	0.115600	0.115600	0.907439
AREG	LGALS3	0.190400	0.190400	0.930147
MAFF	AREG	0.550900	0.550900	0.872209
AREG	MAPKAPK5	0.285600	0.285600	0.926471
AREG	NET1	0.087300	0.087300	0.676976
AREG	PLA2G4D	0.155200	0.155200	0.695232
AREG	RNF5	0.117700	0.117700	0.932880
AREG	SLC34A3	0.117200	0.117200	0.938567
SYNPO	AREG	0.099200	0.099200	0.751008
THEM5	AREG	0.098300	0.098300	0.881994
AREG	TSPO	0.066500	0.066500	0.975940
AREG	UBE2D1	0.119000	0.119000	0.894118
ARL4C	ARHGAP10	0.345200	0.345200	0.940035
ARHGAP10	CALM1	0.061700	0.061700	0.750405
CDH3	ARHGAP10	0.357300	0.357300	0.960257
CHST7	ARHGAP10	0.066000	0.066000	0.816667
ARHGAP10	COX6A2	0.289700	0.289700	0.993441
ARHGAP10	CREB5	0.138700	0.138700	0.594809
CYB5R3	ARHGAP10	0.093100	0.093100	0.761547
DHRS9	ARHGAP10	0.067100	0.067100	0.636364
ARHGAP10	DSCAM	0.063100	0.063100	0.990491
EMILIN2	ARHGAP10	0.136900	0.136900	0.981738
EML4	ARHGAP10	0.159700	0.159700	0.954915
EPHB6	ARHGAP10	0.075800	0.075800	0.984169
FNBP1	ARHGAP10	0.074500	0.074500	0.791946
ARHGAP10	GAD1	0.366600	0.366600	0.963448
GNG10	ARHGAP10	0.065400	0.065400	0.990826
HSD17B2	ARHGAP10	0.127500	0.127500	0.632157
KLF11	ARHGAP10	0.117200	0.117200	0.834471
MAP3K11	ARHGAP10	0.051500	0.051500	0.871845
ARHGAP10	NET1	0.054900	0.054900	0.990893
NFIB	ARHGAP10	0.140200	0.140200	0.937946
NPC1	ARHGAP10	0.104600	0.104600	0.500956
ODC1	ARHGAP10	0.261700	0.261700	0.990829
ARHGAP10	PFKFB3	0.122700	0.122700	0.649552
ARHGAP10	PLD2	0.205600	0.205600	0.880837
PLEKHF1	ARHGAP10	0.053600	0.053600	0.567164
ARHGAP10	PRKACB	0.097700	0.097700	0.949846
PRKCA	ARHGAP10	0.086100	0.086100	0.941928
PRKCH	ARHGAP10	0.333200	0.333200	0.565726
PRKX	ARHGAP10	0.071100	0.071100	0.946554
PRNP	ARHGAP10	0.245200	0.245200	0.846248
PTGER4	ARHGAP10	0.054100	0.054100	0.979667
ARHGAP10	RBP1	0.054500	0.054500	0.977982
RHOQ	ARHGAP10	0.407600	0.407600	0.687684
ARHGAP10	SGMS2	0.069800	0.069800	0.610315
ARHGAP10	SMAD7	0.073600	0.073600	0.990489
SOD3	ARHGAP10	0.063500	0.063500	0.817323
ARHGAP10	STAT5A	0.069000	0.069000	0.785507
ARHGAP10	STK17A	0.050700	0.050700	0.818540
SYK	ARHGAP10	0.395900	0.395900	0.682496
ARHGAP10	SYNJ2	0.099400	0.099400	0.673038
TFF1	ARHGAP10	0.341100	0.341100	0.944005
ARHGAP10	THBS1	0.092400	0.092400	0.803030
UBE2E3	ARHGAP10	0.072700	0.072700	0.784044
ARHGAP10	ZNF503	0.085400	0.085400	0.920375
ARHGAP25	CASP1	0.329000	0.329000	0.932827
ARHGAP25	CASP4	0.084800	0.084800	0.958726
ARHGAP25	CCND2	0.125300	0.125300	0.925778
ARHGAP25	CCND3	0.195800	0.195800	0.990296
CD4	ARHGAP25	0.220600	0.220600	0.659112
ARHGAP25	CD68	0.125100	0.125100	0.726619
ARHGAP25	CD79A	0.099900	0.099900	0.898899
ARHGAP25	CD83	0.297400	0.297400	0.831876
ARHGAP25	CEBPA	0.075200	0.075200	0.986702
ARHGAP25	CORO1A	0.173400	0.173400	0.520185
ARHGAP25	COTL1	0.089600	0.089600	0.775670
ARHGAP25	COX6A2	0.126000	0.126000	1.000000
ARHGAP25	DHRS9	0.165000	0.165000	0.985455
ARHGAP25	EFHD2	0.101500	0.101500	0.989163
ARHGAP25	EPHB6	0.063600	0.063600	0.992138
ARHGAP25	GBP2	0.101200	0.101200	0.992095
ARHGAP25	GPNMB	0.093300	0.093300	0.768489
ARHGAP25	GYPC	0.087100	0.087100	0.911596
ARHGAP25	HLA-DOA	0.179100	0.179100	0.871580
ARHGAP25	HLA-F	0.057200	0.057200	0.996503
ARHGAP25	HS3ST2	0.078400	0.078400	1.000000
ARHGAP25	HSPA2	0.057200	0.057200	1.000000
ARHGAP25	INPP5D	0.756600	0.756600	0.600846
ARHGAP25	ITGB7	0.095600	0.095600	0.933054
ARHGAP25	KYNU	0.071400	0.071400	0.991597
ARHGAP25	LCP1	0.079700	0.079700	0.905897
ARHGAP25	LPXN	0.250000	0.250000	0.894000
ARHGAP25	LRRC8C	0.112000	0.112000	0.679464
ARHGAP25	LTB	0.073800	0.073800	0.631436
ARHGAP25	MLKL	0.354300	0.354300	0.666667
ARHGAP25	MMP17	0.119300	0.119300	0.994971
ARHGAP25	MMP25	0.054600	0.054600	1.000000
ARHGAP25	MPP1	0.197800	0.197800	0.977755
ARHGAP25	MT1A	0.056600	0.056600	0.992933
ARHGAP25	PIK3CD	0.406300	0.406300	0.763475
ARHGAP25	PIK3CG	0.921100	0.921100	0.839105
ARHGAP25	PLCG2	0.238100	0.238100	0.708526
ARHGAP25	PRKCB	0.964500	0.964500	0.530741
ARHGAP25	PRKCH	0.158400	0.158400	0.999369
ARHGAP25	PRKCQ	0.161800	0.161800	0.547590
ARHGAP25	PSTPIP1	0.626200	0.626200	0.667199
ARHGAP25	PTAFR	0.614300	0.614300	0.961908
ARHGAP25	PTGER4	0.828700	0.828700	0.920599
ARHGAP25	PTK2B	0.083500	0.083500	1.000000
ARHGAP25	RAC2	0.299300	0.299300	0.679586
ARHGAP25	SH2D2A	0.097700	0.097700	0.962129
ARHGAP25	SH3KBP1	0.274400	0.274400	0.972668
ARHGAP25	SOCS1	0.108900	0.108900	0.988981
ARHGAP25	SP5	0.054600	0.054600	1.000000
ARHGAP25	STAT4	0.711500	0.711500	0.757695
ARHGAP25	STK4	0.322100	0.322100	0.974853
ARHGAP25	SYK	0.234600	0.234600	0.975277
ARHGAP25	THBS1	0.057700	0.057700	0.994801
ARHGAP25	THRA	0.093100	0.093100	1.000000
ARHGAP25	TMCC3	0.060600	0.060600	0.995050
ARHGAP25	UBD	0.129100	0.129100	0.999225
ARHGAP25	VAV1	0.667900	0.667900	0.954784
ARHGEF2	ARSJ	0.088900	0.088900	0.845894
ARHGEF2	CABC1	0.252400	0.252400	0.701664
CDC42EP1	ARHGEF2	0.069800	0.069800	0.926934
CDK5	ARHGEF2	0.275900	0.275900	0.956868
ARHGEF2	CITED4	0.286300	0.286300	0.576668
ARHGEF2	CSNK1E	0.104800	0.104800	0.626908
ELF5	ARHGEF2	0.328200	0.328200	0.954296
ARHGEF2	FOXO3	0.097000	0.097000	0.622680
ARHGEF2	FZD10	0.064400	0.064400	0.790373
GRB2	ARHGEF2	0.082400	0.082400	0.993932
GRPEL1	ARHGEF2	0.196200	0.196200	0.736493
ARHGEF2	KPNA1	0.055200	0.055200	0.608696
MLPH	ARHGEF2	0.054700	0.054700	0.994516
ARHGEF2	NAV2	0.127900	0.127900	0.920250
PDK2	ARHGEF2	0.060500	0.060500	0.961983
PIK3CB	ARHGEF2	0.277900	0.277900	0.987765
ARHGEF2	PLCD1	0.055600	0.055600	0.784173
RPIA	ARHGEF2	0.101300	0.101300	0.896347
RPL26L1	ARHGEF2	0.388800	0.388800	0.783951
RPS28	ARHGEF2	0.154300	0.154300	0.856773
RPS6KB1	ARHGEF2	0.117400	0.117400	0.684838
SLC5A1	ARHGEF2	0.162200	0.162200	0.735512
SLMO2	ARHGEF2	0.107500	0.107500	0.992558
SOD1	ARHGEF2	0.270200	0.270200	0.673205
ARHGEF2	SOX9	0.202200	0.202200	0.678042
SQLE	ARHGEF2	0.169200	0.169200	0.926714
ARHGEF2	STK11	0.074000	0.074000	0.995946
SULT2B1	ARHGEF2	0.503200	0.503200	0.564587
TMEM154	ARHGEF2	0.058000	0.058000	0.525862
ARHGEF2	TNFRSF10A	0.060100	0.060100	0.975042
UTP18	ARHGEF2	0.071800	0.071800	0.910864
VCP	ARHGEF2	0.146200	0.146200	0.686731
ARHGEF2	VTCN1	0.127700	0.127700	0.577917
YWHAH	ARHGEF2	0.144500	0.144500	0.537716
ARHGEF2	ZBED3	0.113000	0.113000	0.722124
BCAM	ARHGEF4	0.637000	0.637000	0.877551
ARHGEF4	BCL3	0.065400	0.065400	0.996942
CCNB2	ARHGEF4	0.054800	0.054800	0.992701
CCNE1	ARHGEF4	0.151900	0.151900	0.930876
CDH3	ARHGEF4	0.055700	0.055700	0.854578
ARHGEF4	CDK5	0.142900	0.142900	0.958712
ARHGEF4	CHST2	0.052700	0.052700	0.962049
CHST3	ARHGEF4	0.406300	0.406300	0.918779
ARHGEF4	CREB5	0.124200	0.124200	0.848631
ARHGEF4	CYB5R3	0.076200	0.076200	0.853018
E2F3	ARHGEF4	0.103300	0.103300	0.555663
EGFR	ARHGEF4	0.405200	0.405200	0.759872
EPHB6	ARHGEF4	0.392900	0.392900	0.764571
ARHGEF4	FNDC4	0.131600	0.131600	0.547872
ARHGEF4	GDF15	0.097800	0.097800	0.948875
GPX7	ARHGEF4	0.368500	0.368500	0.513976
ARHGEF4	HDAC11	0.087800	0.087800	0.846241
HSD17B2	ARHGEF4	0.058700	0.058700	0.938671
ARHGEF4	HSPC159	0.051300	0.051300	0.832359
ARHGEF4	IER3	0.075100	0.075100	0.994674
ARHGEF4	ILDR1	0.061700	0.061700	0.896272
ARHGEF4	KHDRBS3	0.201600	0.201600	0.616567
ARHGEF4	KIAA0020	0.113600	0.113600	0.843310
KRT16	ARHGEF4	0.268600	0.268600	0.564036
ARHGEF4	KRT5	0.083700	0.083700	0.565114
ARHGEF4	LARP6	0.188200	0.188200	0.940489
ARHGEF4	LGALS7	0.084400	0.084400	0.881517
ARHGEF4	LPIN1	0.251200	0.251200	0.509156
ARHGEF4	LYNX1	0.105500	0.105500	0.974408
MLPH	ARHGEF4	0.062600	0.062600	0.993610
ARHGEF4	MRAS	0.113600	0.113600	0.547535
ARHGEF4	MREG	0.060800	0.060800	0.715461
ARHGEF4	NFIB	0.081100	0.081100	0.573366
NMU	ARHGEF4	0.058100	0.058100	0.950086
ARHGEF4	PHGDH	0.083500	0.083500	0.500599
ARHGEF4	PLA2G4A	0.113100	0.113100	0.827586
ARHGEF4	PLCG1	0.344300	0.344300	0.720012
ARHGEF4	PLD1	0.097600	0.097600	0.756148
ARHGEF4	PPRC1	0.052200	0.052200	0.954023
PRKCA	ARHGEF4	0.061200	0.061200	0.668301
PSAT1	ARHGEF4	0.105200	0.105200	0.681559
ARHGEF4	PTK7	0.159500	0.159500	0.882759
ARHGEF4	PTPLA	0.078900	0.078900	0.561470
ARHGEF4	PYGB	0.063200	0.063200	0.965190
RGS20	ARHGEF4	0.062800	0.062800	0.525478
ARHGEF4	ROBO3	0.056400	0.056400	0.686170
ARHGEF4	ROR1	0.168300	0.168300	0.625074
ARHGEF4	RPA4	0.088700	0.088700	0.855693
ARHGEF4	SAA4	0.123700	0.123700	0.905416
ARHGEF4	SEMA5B	0.112900	0.112900	0.973428
ARHGEF4	SERPINB5	0.159500	0.159500	0.683386
ARHGEF4	SIN3A	0.109100	0.109100	0.922090
SLC16A6	ARHGEF4	0.205700	0.205700	0.583374
ARHGEF4	SLC25A37	0.086400	0.086400	0.627315
ARHGEF4	SLC6A14	0.354700	0.354700	0.525233
SMO	ARHGEF4	0.051300	0.051300	0.734893
SOX8	ARHGEF4	0.079700	0.079700	0.829360
ARHGEF4	SPR	0.061300	0.061300	0.944535
TCF7L1	ARHGEF4	0.061100	0.061100	0.662848
TMEM87B	ARHGEF4	0.067200	0.067200	0.635417
ARHGEF4	TSG101	0.108200	0.108200	0.842884
ARHGEF4	TYRO3	0.110500	0.110500	0.762896
ARHGEF4	VPS28	0.106300	0.106300	0.990593
ARHGEF4	WNT6	0.105100	0.105100	0.600381
ARHGEF4	ZNF467	0.132900	0.132900	0.823928
CCND3	ARID3B	0.070100	0.070100	0.835949
CDKN1A	ARID3B	0.061600	0.061600	0.957792
CHST10	ARID3B	0.087500	0.087500	0.564571
CYP1A1	ARID3B	0.063900	0.063900	0.579030
DLAT	ARID3B	0.051300	0.051300	0.510721
DNAJA4	ARID3B	0.119000	0.119000	0.511765
DUSP5	ARID3B	0.125600	0.125600	0.913217
FAM136A	ARID3B	0.073000	0.073000	0.908219
ARID3B	GNB5	0.248600	0.248600	0.567578
HLA-A	ARID3B	0.163200	0.163200	0.897059
ITGA2	ARID3B	0.089900	0.089900	0.966630
ARID3B	ITGA6	0.265800	0.265800	0.936418
JAK3	ARID3B	0.164800	0.164800	0.702063
LRCH4	ARID3B	0.236100	0.236100	0.583227
MAP3K3	ARID3B	0.069100	0.069100	0.636758
ARID3B	MAPK6	0.189000	0.189000	0.744974
MAT2A	ARID3B	0.136300	0.136300	0.571533
ARID3B	MESDC1	0.069800	0.069800	0.567335
ARID3B	NCOR1	0.135200	0.135200	0.567308
ARID3B	NRG1	0.080800	0.080800	0.699257
ARID3B	PCDH7	0.132200	0.132200	0.719365
ARID3B	PHLDA2	0.143700	0.143700	0.581072
PLCD3	ARID3B	0.092100	0.092100	0.823018
ARID3B	PTK2B	0.078100	0.078100	0.519846
PTMA	ARID3B	0.061900	0.061900	0.983845
RHOA	ARID3B	0.066200	0.066200	0.634441
RXRB	ARID3B	0.067500	0.067500	0.637037
SIN3A	ARID3B	0.919300	0.919300	0.796367
ARID3B	SOCS2	0.123000	0.123000	0.558537
ARID3B	STK17A	0.128700	0.128700	0.655789
SYN1	ARID3B	0.157000	0.157000	0.936306
ARID3B	TARSL2	0.069000	0.069000	0.669565
TINF2	ARID3B	0.066100	0.066100	0.659607
TYK2	ARID3B	0.149400	0.149400	0.791834
ZFP36L1	ARID3B	0.062900	0.062900	0.928458
ZNF365	ARID3B	0.062600	0.062600	0.953674
ARL4C	BCAR3	0.114000	0.114000	1.000000
ARL4C	BCL2	0.169900	0.169900	0.698646
CARD9	ARL4C	0.375200	0.375200	0.559435
ARL4C	CCNA1	0.250400	0.250400	0.979233
ARL4C	CCND1	0.050300	0.050300	0.737575
ARL4C	CDC42EP5	0.076200	0.076200	0.977690
ARL4C	CDK6	0.591200	0.591200	0.741543
